url,type
http://www.unfallhilfe-bayern.de/index.php/component/banners/click/5,defacement
deannasrealm.com/?p=396,benign
wn.com/Saints_and_Sinners__Walk_that_walk,benign
music.yahoo.com/filthy-thieving-bastards-33389881/,benign
thescottishsun.co.uk/scotsol/homepage/news/3624183/Former-Celtic-star-Simon-Lynch-has-netted-an-army-of-fans-for-his-MUSIC-career.html,benign
uk.ask.com/wiki/The_Bellflower_Bunnies,benign
trifter.com/usa-canada/gilles-duceppe-thinks-quebec-is-not-in-canada/,benign
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_phocadownload&view=sections&Itemid=74,defacement
linkedin.com/company/cost-plus-world-market,benign
http://nypost.com/2015/04/23/american-apparel-hit-with-another-shareholder-lawsuit/,benign
planetware.com/uniontown/searights-toll-house-us-pa-423.htm,benign
skillwho.com/lists/M/M0/197902/,benign
http://www.youtube.com/embed/9wCygJtW_SQ?rel=0&showinfo=0&autoplay=1,malware
channel5.com/shows/the-vanessa-show/vanessa-and-ben/vanessa-feltz,benign
figureskating.about.com/od/profilesoffamousskaters/p/maribelvinsonowen.htm,benign
youtube.com/watch?v=H8KMbZ_aoZA,benign
http://shantasells.com/blog/daily-realtor-news,defacement
showboat-atlantic-city.com/,benign
litigation-essentials.lexisnexis.com/webcd/app?action=DocumentDisplay&crawlid=1&srctype=smi&srcid=3B15&doctype=cite&docid=14+Hawaii+L.+Rev.+445&key=2af25559f0297ab391fe6110046e12b5,benign
teslarealtoreel.com/,benign
digitool.amherst.edu:8881/dtl_publish/119/377562.html,benign
videogamedude.net/,benign
denizbank-ensube.com,phishing
http://crystalspringsag.org/index.php?option=com_content&view=article&id=18&catid=16&Itemid=116,defacement
touchwakefield.com/business/list/bid/5048330,benign
http://www.bbs1wob.de/neuigkeiten/12-aktuelles/31-ballsporttag-der-berufsfachschulen.html,defacement
dairyspot.com/,benign
sing365.com/music/lyric.nsf/Toni-Braxton-Libra-Album/2C09FF336880E71C4825707F000E83E7,benign
top100links.info/films7.htm,benign
youtube.com/watch?v=F0kGWMVoL9k,benign
en.wikipedia.org/wiki/Warrior_(band),benign
superpages.com/bp/Indiana-PA/Greenwood-Cemetery-L0116329432.htm,benign
http://sls.org.cn/Pages/Catalog.aspx?lm=0104,defacement
en.wikipedia.org/wiki/Adam_(name),benign
freebase.com/view/en/las_vegas_gladiators,benign
manta.com/c/mttbl6q/brook-bartlett-farms,benign
http://9779.info/%E8%8E%B7%E5%A5%96%E6%A0%91%E5%8F%B6%E8%B4%B4%E7%94%BB%E4%BD%9C%E5%93%81/,malware
http://www.holidayclub-mtb.com/holiday/index.html,defacement
http://www.e-komotini.gr/index.php?option=com_mtree&task=viewlink&link_id=340&Itemid=1,defacement
absoluteastronomy.com/topics/Benjamin_Bonneville,benign
economicexpert.com/a/King:of:France.htm,benign
oppapers.com/essays/Farmland-Industries-Inc/26715,benign
military-money-matters.com/melanie-morgan.html,benign
theurbandaily.com/special-features/iliana-rabun-wood/gallery-top-10-hood-horror-films/,benign
rock.about.com/od/reviews/fr/AmericanIdiot.htm,benign
infomine.com/index/companies/OREX_EXPLORATION_INC..html,benign
mp3raid.com/music/dru_down_pimp_of_the_year.html,benign
enotes.com/topic/F.C._Indiana_(W-League),benign
bluefly.com/Alice---Olivia-lime-green-jersey-Joyce-pleated-one-shoulder-dress/cat60019/304707001/detail.fly,benign
http://distractify.com/post/related/id/554baa1e4a0c4bbb3d066a77/skip/20/limit/10/back/0,benign
http://www.domusviatoris.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kb211c3ZpYXRvcmlzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9rMiZ2aWV3PWl0ZW0maWQ9Nzc6aGFiMS0yJkl0ZW1pZD03,defacement
yah.upajs.co,phishing
