url,type
old.lwn.net/1999/0211/,phishing
linuxtoday.com/news_story.php3?ltsn=1999-01-21-006-10-NW,phishing
slashdot.org/articles/99/01/18/1539214.shtml,phishing
slashdot.org/articles/99/01/20/1213206.shtml,phishing
"'news.zdnet.co.uk/software/0,1000000121,2070548,00.htm'",phishing
www.networkworld.com/archive/1999b/0201kearns.html,phishing
news.cnet.com/2100-1040-220452.html,phishing
www.wired.com/science/discoveries/news/1999/02/17928,phishing
www.netcraft.com.au/geoffrey/toshiba.html,phishing
www.microcomputersystems.com/msi_1008.htm,phishing
www.seltek-uk.com/tool-track/,phishing
www.ctsguides.com/manufacturing.asp,phishing
home.datawest.net/n2mp/swr_director.htm,phishing
www.factoryedge.com/default.asp,phishing
www.interal.com/en/index.asp,phishing
www.automationx.com/en/40/Software,phishing
www.hot.ee/tigusoft/,phishing
www.isg-stuttgart.de/index.php?id=7&amp;L=1,phishing
www.terminal-systems.de/english/home.htm,phishing
www.winlog.it/forum/,phishing
www.fultek.com.tr/ScadaEn.html,phishing
www.guardus-solutions.de/en/guardus-solutions-ag.html,phishing
www.amc-systeme.de/en.html,phishing
www.freewebs.com/pcassociates/index.htm,phishing
www.vertexplus.co.uk/index.htm,phishing
www.paxit.com/paxit/welding/welding.asp,phishing
www.machineshopweb.com/atoz.htm,phishing
www.kepware.com/Products/kepserverex_features.html,phishing
www.umberto.de/en/index.htm,phishing
www.rapra.net/software/,phishing
www.seltek-uk.com/asamould/,phishing
www.microperfect.com/mfg.htm,phishing
www.asprova.com/en/asprova/,phishing
www.offtech.com.au/abc/Home.asp,phishing
www.marketingisland.com/island/homepage.asp,phishing
www.workopia.com/Products.htm,phishing
www.explorecommerce.com/email_marketing_survey.asp,phishing
www.applynet.net/survey/,phishing
ethnosoft.com/survey-software/poll-software.htm,phishing
www.gravic.com/remark/websurvey/,phishing
www.spss.com/spssmr/,phishing
www.kalido.com/products-for-it-master-data-management.htm,phishing
www.b-eye-network.com/view/1420?jsessionid=89592a2ceee12aec5291621a518e312b,phishing
government.zdnet.com/?p=1699,phishing
www.dmreview.com/article_sub.cfm?articleId=1038178,phishing
www.destinationcrm.com/articles/default.asp?ArticleID=5491,phishing
www.b-eye-network.com/view/1769,phishing
"'searchcio.techtarget.com/originalContent/0,289142,sid19_gci1152167,00.html'",phishing
"'searchcio.techtarget.com/originalContent/0,289142,sid19_gci1153226,00.html'",phishing
www.b-eye-network.com/view/2432?jsessionid=56e3e9184b40a557b71fd94e56181cac,phishing
"'searchsap.techtarget.com/originalContent/0,289142,sid21_gci1171350,00.html'",phishing
"'searchoracle.techtarget.com/originalContent/0,289142,sid41_gci1172051,00.html'",phishing
www.regdeveloper.co.uk/2006/04/26/mdm_acronym/,phishing
www.b-eye-network.com/view/2918,phishing
www.networkworld.com/columnists/2006/060506kobielus.html?page=1,phishing
"'searchcio.techtarget.com/originalContent/0,289142,sid19_gci1197441,00.html'",phishing
www.b-eye-network.com/view/3271?jsessionid=08f1ac1153b8be1de82d6c13ebc602f2,phishing
"'searchdatamanagement.techtarget.com/originalContent/0,289142,sid91_gci1233124,00.html?bucket=NEWS&amp;topic=302168'",phishing
www.it-director.com/technology/applications/content.php?cid=9087,phishing
www.information-age.com/article/2006/december_2006/master_brewer,phishing
www.dmreview.com/article_sub.cfm?articleId=1072502,phishing
www.b-eye-network.com/view/3682,phishing
"'searchdatamanagement.techtarget.com/originalContent/0,289142,sid91_gci1238365,00.html'",phishing
www.dmreview.com/article_sub.cfm?articleId=1075100,phishing
www.bireview.com/article.cfm?articleid=300,phishing
www.b-eye-network.com/view/4311,phishing
www.cio.com/article/110558/Master_Data_Management_Truth_Behind_the_Hype,phishing
www.b-eye-network.com/view/5051,phishing
www.dmreview.com/article_sub.cfm?articleId=1090389,phishing
jeffjonas.typepad.com/jeff_jonas/2007/09/entity-resoluti.html,phishing
www.dmreview.com/dmdirect/20050304/1020858-1.html,phishing
"'searchdatamanagement.techtarget.com/originalContent/0,289142,sid91_gci1287620,00.html'",phishing
www.b-eye-network.com/view/6751,phishing
www.b-eye-network.com/view/6758,phishing
www.itbusinessedge.com/blogs/mia/?p=311,phishing
articles.techrepublic.com.com/5100-22-5112501.html,phishing
"'searchdatamanagement.techtarget.com/news/article/0,289142,sid91_gci1304691,00.html'",phishing
www.itbusinessedge.com/blogs/mia/?p=345,phishing
www.destinationcrm.com/articles/default.asp?ArticleID=7835,phishing
www.itbusinessedge.com/blogs/mia/?p=382,phishing
www.cio.com/article/372163/Master_Data_Management_Companies_Struggle_to_Find_the_Truth_in_Massive_Data_Flows/1,phishing
www.itbusinessedge.com/item/?ci=42636,phishing
"'searchdatamanagement.techtarget.com/news/article/0,289142,sid91_gci1316278,00.html'",phishing
