url,type
en.wikipedia.org/wiki/Social_media,phishing
sitemetrix.zeropoint.com/index.html,phishing
www.nielsen.com/us/en/measurement/online-measurement.html,phishing
www.wordstream.com/web-analytics,phishing
www.stevenspublishing.com/listframe.html,phishing
www.tuvglobal.com/tools/marks.htm,phishing
www.fredbecker.com/Trade2.htm,phishing
bellsouthpwp.net/e/l/elfile/,phishing
www.mymarketingaid.co.uk/our-services/online-video-production,phishing
corporatetrailer.nl/bedrijfsfilms,phishing
www.angelfire.com/biz/clinedavies/,phishing
www.quantisoft.com/Industries/IT.htm,phishing
elab.vanderbilt.edu/panel/,phishing
promo.yahoo.com/user_research/,phishing
www.wellness-interactive.com/index.htm,phishing
www.grcdi.nl/links.htm,phishing
www.chass.utoronto.ca/~wellman/publications/viruspaper/version.PDF,phishing
www.stat.fi/index_sv.html,phishing
jyanet.com/cap/,phishing
www.globalchange.com/futuremarkets.htm,phishing
z.about.com/6/g/marketing/b/index.xml,phishing
marketingtoday.com/rss/mtfeed.xml,phishing
www.topix.com/rss/business/sales.xml,phishing
feeds.feedburner.com/PrweekUsNews?format=xml,phishing
www.neurosciencemarketing.com/blog/,phishing
groups.google.com/group/Digital-Advertising,phishing
101publicrelations.com/blog/index.xml,phishing
www.topix.com/rss/business/public-relations.xml,phishing
www.angelfire.com/il/hbpr/,phishing
www.impacthosting.co.uk/impact/,phishing
www.selway.org/spservices/publicrelations/pr.htm,phishing
www.traversant.com/capabilities/index.htm,phishing
www.united.de/en/,phishing
www3.sympatico.ca/c.a.gray/,phishing
webhome.idirect.com/~semple/joswws/react.htm,phishing
w3.gorge.net/hickgal,phishing
www.editing.org.uk/tanis/,phishing
www.eyeontomorrow.com/libster/,phishing
www.inframes.com/bft/,phishing
jpbrewton.tripod.com/jamesbrewton/,phishing
users.ugent.be/~dgosseli/,phishing
www.baylor.edu/business/selling/,phishing
home.earthlink.net/~mastaglio/,phishing
cxocommunication.com/home.html,phishing
www.3m.com/abrasives/,phishing
www.hct.zaq.ne.jp/cpaar702/crownab,phishing
www.grierabrasive.com/grier.htm,phishing
www.outrageouscreations.com/ceramcor/,phishing
www.aldero.com/en_home.php,phishing
clayzee.master.com/texis/master/search/news.html,phishing
www.owenscorning.com/composites/,phishing
www.eurofiber.es/index.htm,phishing
www.jdlincoln.com/default.htm,phishing
www.torayusa.com/products.htm#advanced,phishing
www.3m.com/ceramics/,phishing
www.airlog.com/page3.html,phishing
www.mako-shark.com/index.htm,phishing
www.mae.wvu.edu/~barbero/,phishing
solutions.3m.com/wps/portal/3M/en_US/Energy-Advanced/Materials/Industry_Solutions/MMC,phishing
composite.about.com/library/tn/bltradename.htm,phishing
www.egr.uh.edu/CEAC/,phishing
www.sme.org/cgi-bin/communities.pl?/communities/ema/emahome.htm&amp;&amp;&amp;SME&amp;,phishing
www.mae.wvu.edu/~barbero/cadec.html,phishing
home2.btconnect.com/maprac-uk-ltd/,phishing
web.singnet.com.sg/~polytron/index.htm,phishing
www.fepac.com/index.html,phishing
www.anchorbronze.com/products.htm,phishing
www.anchorbronze.com/centrifugalcast.htm,phishing
www.olovo.ru/eng_index.html,phishing
sra-solder.com/fluxes.htm,phishing
www.azom.com/SearchResults.asp?MatKeyWord=aluminium,phishing
metals.about.com/od/aluminumsuppliers/Aluminum_Suppliers_Guide.htm,phishing
www.allproducts.com/metal/kh/,phishing
www.windevor.com/index.htm,phishing
www.thefabricator.com/Default.cfm,phishing
www.topix.com/rss/business/metals.xml,phishing
www.topix.com/business/steel,phishing
www.metalsdepot.com/index.phtml,phishing
www.steel.sandvik.com/uk,phishing
www.topix.com/rss/business/steel.xml,phishing
www.steelmedia.com/steel-balls.htm,phishing
www.angelfire.com/nm/stainlesssteel/,phishing
www.bellingham-steel.co.uk/index.htm,phishing
www.dscm.co.uk/index.html,phishing
www.ewaldgiebel.de/eng/home.htm,phishing
watsontowersgroup.com/watsontowers/,phishing
www.microdynetech.com/wire.htm,phishing
members.tripod.com/prchandna/zincprocess.htm,phishing
www.grillo.de/index.php?id=40&amp;L=2,phishing
www.arry-nano.com/index.html,phishing
www.advancedmaterials.us/index.htm,phishing
www.jenlaurltd.com/index.html,phishing
www.micronisers.com/index.html,phishing
www.microparticles.de/micropartengl.html,phishing
www.nanocid.com/index.html,phishing
www.nanofiber.dk/index.html,phishing
www.nanomag.co.kr/eng/,phishing
www.seashelltech.com/index.shtml,phishing
www.strem.com/code/index.ghc,phishing
www.titanpe.com/index.htm,phishing
www.arkema.com/sites/group/en/products/spotlight/nanotubes.page,phishing
www.datatracedna.com/index.htm,phishing
www.future-carbon.de/index.php?id=19&amp;L=2,phishing
www.zrchem.com/product-range.asp?id=17,phishing
www.agilenano.com/index.html,phishing
www.xeniamaterials.com/english/index.php,phishing
www.decie.de/nanotech/en/,phishing
www.sawyerplastics.com/index.htm,phishing
www.tpi-br.com.br/eng/index.html,phishing
home2.btconnect.com/ivapap0/,phishing
www.dcwi.com/~twinrock/,phishing
www.locateindia.com/bindlas-duplux/,phishing
www.ecplaza.net/hlwlitcpaper,phishing
www.tappi.org/paperu/welcome.htm,phishing
www.artpaper.com/mm5/merchant.mvc?Screen=GLOSSARY,phishing
www.topix.com/business/paper,phishing
www.cl.cam.ac.uk/~mgk25/iso-paper.html,phishing
www.osha.gov/SLTC/pulppaper/index.html,phishing
www.chemeng.ntnu.no/research/paper/publications.shtml,phishing
www.pita.co.uk/factsheets/factsheet_images/GlossaryOfTerms.pdf,phishing
www.woodfibre.com/paper/index.html,phishing
www.recycle.net/Paper/index.html,phishing
www.paper-world.com/paperworld/jsp/nomenklatur.jsp?sprache=uk&amp;menue=10&amp;nomen=56,phishing
www.envirolink.org/resource.html?itemid=1000617154427&amp;catid=3,phishing
www.rfu.org/cp/home.html,phishing
greenamericatoday.org/PDF/fsMagazinePAPERProject.pdf,phishing
www.ipst.gatech.edu/amp/,phishing
www.oldandsold.com/articles09/paper-1.shtml,phishing
imaging.utk.edu/publications/papers/1999/babidi_ircv99.pdf,phishing
www.fpl.fs.fed.us/documnts/pdf2004/fpl_2004_ince001.pdf,phishing
www.eng.monash.edu.au/chemeng/research/appi/,phishing
www.chemeng.ntnu.no/research/paper/,phishing
www.paramelt.com/markets.and.products.waxes.htm,phishing
www.hpwax.com/home.htm,phishing
www.angelfire.com/tx3/Northstar/,phishing
www.ldeo.columbia.edu/BRG/ODP,phishing
www.exponent.com/practices/civilstructural/geo3.html,phishing
www.cadcam.solutionsaustralia.com.au/mining.htm,phishing
www.dowdell.co.uk/bob/cv.htm,phishing
www.users.on.net/~geosurveys/,phishing
members.ozemail.com.au/~lunagas/,phishing
www.nittetsukou.co.jp/miningconcession/index.html,phishing
www.mbendi.com/rawtech/index.htm,phishing
www.stormloader.com/users/navdurga/,phishing
www.energold.com/s/Home.asp,phishing
www.duenorth.net/vision,phishing
members.tripod.com/~boostdam/OSESA.html,phishing
www.nrcan.gc.ca/mms/efab/mmsd/minerals/salt.htm#producers,phishing
members.tripod.com/hkazemian/IRANZEOLITE.html,phishing
www.cdc.gov/niosh/mining/,phishing
www.topix.com/business/mining,phishing
www.topix.com/rss/business/mining.xml,phishing
www.geocities.co.jp/CollegeLife-Library/5545/,phishing
www.abb.com/mining/,phishing
www.turbo-cb.com/en/index.html,phishing
www.businessweek.com/smallbiz/index.html,phishing
biz.yahoo.com/prnews/,phishing
www.time.com/time/business,phishing
newsrss.bbc.co.uk/rss/newsonline_world_edition/business/rss.xml,phishing
www.mondaq.com/rss.asp,phishing
marketplace.publicradio.org/RSS/rss.xml,phishing
www.businesspsychologist.com/bpn02.html,phishing
